gene	probe	Basal_TNBC_avg	LumA_TNBC_Avg	LumB_TNBC_Avg
RP11-624G19.1	ENSG00000258212.1	0.025312191	0.007713019	0
RP11-272B17.1	ENSG00000258214.1	0.000624332	0	0
RP11-299A16.1	ENSG00000258215.1	0.033202877	0	0.029791852
RP11-654D12.2	ENSG00000258216.4	0.057619421	0.052313355	0.043245746
RP11-38F22.1	ENSG00000258220.1	0.000182703	0	0
PRSS58	ENSG00000258223.5	0.013382478	0	0
RP11-587P21.1	ENSG00000258224.1	0.012435633	0.105115137	0.111135747
RP11-136F16.1	ENSG00000258225.1	0.006622513	0	0
CLEC5A	ENSG00000258227.5	1.540386773	0.503247046	0.747843913
RP11-511H9.3	ENSG00000258230.2	0.147473015	0.3329541	0.070787749
RP11-362K2.2	ENSG00000258231.4	0.029775542	0.013901619	0
RP11-161H23.5	ENSG00000258232.2	0.005522615	0	0
ARHGAP42P5	ENSG00000258233.1	0.00169081	0	0
RP11-370I10.2	ENSG00000258234.1	0.01903986	0	0.044854494
RP11-12K6.2	ENSG00000258235.1	0.004720182	0	0
MTND2P17	ENSG00000258239.1	0.000358662	0	0
RP1-46F2.3	ENSG00000258240.4	0.043576343	0	0
OSTF1P1	ENSG00000258244.1	0.014339316	0	0
RP11-114H23.3	ENSG00000258245.1	0.561515877	0.115124144	0.172820118
RP11-167N24.6	ENSG00000258247.1	0.002890569	0	0
RP11-497G19.3	ENSG00000258249.1	0.081988569	0.023915411	0.178826323
YPEL5P3	ENSG00000258251.1	0.000692819	0	0
RP3-416H24.4	ENSG00000258253.1	0.001265779	0	0
RP11-162N7.1	ENSG00000258254.1	0.003232332	0	0
RP11-219B4.5	ENSG00000258256.1	0.148722462	0.26925155	0.110407793
RP11-977G19.14	ENSG00000258260.1	0.019696586	0.022405634	0
RP11-693J15.3	ENSG00000258262.1	0.018024585	0.014120337	0.014984089
CTD-2311B13.2	ENSG00000258265.1	0.003101457	0	0
RP11-570L15.1	ENSG00000258268.1	0.057619107	0.03241013	0.041392608
RP11-356O22.4	ENSG00000258271.1	0.006189748	0	0
RP11-510I5.4	ENSG00000258272.1	0.009591069	0.115043559	0
RP11-370I10.4	ENSG00000258273.1	0.193751107	0.215924849	0
RP11-887P2.5	ENSG00000258274.1	0.042278887	0.194604479	0.015282831
OR7K1P	ENSG00000258275.1	0.000498275	0	0
RP11-297L6.1	ENSG00000258278.1	0.000545325	0	0
LINC00592	ENSG00000258279.2	0.254005311	0.14563696	0.233419954
RP11-1028N23.2	ENSG00000258280.1	0.002955667	0	0.030548104
BTF3P2	ENSG00000258282.2	0.052484851	0.184385404	0.060199524
RP11-386G11.3	ENSG00000258283.1	0	0	0
POLR2KP1	ENSG00000258284.1	0.39112333	0.431484138	0.235068208
TESC-AS1	ENSG00000258285.1	0.011220068	0.023054818	0.073657807
NENFP2	ENSG00000258288.1	0.007097257	0	0
CHURC1	ENSG00000258289.6	2.792040783	4.258351407	2.848091311
RP11-654D12.1	ENSG00000258290.1	0.027816104	0.066367077	0
RP11-536G4.1	ENSG00000258292.1	0.026942229	0.088498214	0
RP11-314D7.1	ENSG00000258294.4	0.007139586	0	0
RP11-658F2.8	ENSG00000258297.1	2.047001272	2.777600101	2.292757078
NUTF2P2	ENSG00000258300.2	0.067108928	0	0
RP11-488C13.5	ENSG00000258301.3	0.480515751	0.775038098	0.470154898
RP11-981P6.1	ENSG00000258302.2	0.24319009	0.697024616	0.233415854
RP11-887P2.6	ENSG00000258303.1	0.097953031	0.11217121	0.133638758
RP11-453D16.1	ENSG00000258304.1	0.011883499	0	0.032823285
RP11-554E23.2	ENSG00000258308.4	0.015505606	0.009312292	0.01269183
RP11-644F5.10	ENSG00000258311.4	0.352799228	0.491823825	0.491841138
RP11-690J15.1	ENSG00000258312.1	0.01448581	0	0
RP11-167N24.5	ENSG00000258313.1	0.001301464	0	0
CTD-2314B22.1	ENSG00000258314.3	0.463784285	0	0
C17orf49	ENSG00000258315.4	0.763631534	0.877028155	0.632271838
KLF17P1	ENSG00000258316.1	0.029782292	0.032135999	0.014811588
RP11-603J24.5	ENSG00000258317.1	0.168048802	0.167491797	0.212130188
RP11-274M17.1	ENSG00000258320.1	0.012280188	0	0
RP1-267L14.3	ENSG00000258323.1	0.044680976	0.05980748	0.021646423
RP11-536C10.22	ENSG00000258324.2	0	0	0
RP4-816N1.6	ENSG00000258325.2	0.508946774	0.537442536	0.384605512
RP11-118A3.1	ENSG00000258331.1	0.155247525	0.094794326	0.015498327
RP11-711C17.2	ENSG00000258332.1	0.002736867	0	0
RP11-161H23.9	ENSG00000258334.1	0.035033812	0.056398461	0.076951351
RP11-410B16.1	ENSG00000258336.1	0.001821753	0	0.08083143
RP11-115H15.2	ENSG00000258337.1	0.047218507	0.024595008	0.026088016
RP11-87P13.2	ENSG00000258338.1	0.003531589	0	0
RP11-116N8.1	ENSG00000258342.1	0.033066105	0.025405636	0
RP11-536G4.2	ENSG00000258343.1	0.076726017	0.301159871	0.032046062
RP11-968A15.8	ENSG00000258344.1	0.159280086	0.356274836	0.299625248
RP11-603J24.6	ENSG00000258345.1	0.009430699	0	0.034989131
RP11-148B3.2	ENSG00000258346.1	0.012411135	0	0
SYF2P1	ENSG00000258350.1	0.001060106	0	0
RP11-23J18.1	ENSG00000258352.1	0.597025779	0.938234379	0.606599131
MIR3180-1	ENSG00000258354.1	0.054834162	0	0.079916378
RP11-651L5.2	ENSG00000258355.1	0.139902246	0.304447404	0
RP11-778J16.2	ENSG00000258357.1	0.025384466	0.014993989	0
RP11-228G3.1	ENSG00000258358.2	0.000197892	0	0.013313581
PCNPP1	ENSG00000258359.1	0.47324735	0.54219853	0.66587685
RP11-266O15.3	ENSG00000258360.1	0.00278317	0	0.022121778
RP11-536C10.16	ENSG00000258364.1	0	0	0
RP11-1105G2.3	ENSG00000258365.1	0.526963786	0.506024386	0.617711306
RTEL1	ENSG00000258366.6	0.230919289	0.194567667	0.414877447
RP11-536C10.3	ENSG00000258367.2	0	0	0
RP11-125N22.2	ENSG00000258368.1	0.040000739	0	0
RP1-90J4.2	ENSG00000258369.1	0.000498746	0	0
SLC25A3P2	ENSG00000258373.1	0.041299919	0.013305739	0.03362955
RP11-617J18.1	ENSG00000258375.2	0.004755613	0	0
RP4-647C14.2	ENSG00000258376.2	0.610728302	0.864462494	0.412325595
RP11-649E7.5	ENSG00000258377.1	0	0	0
RP11-517O13.1	ENSG00000258378.1	0.173318463	0.249112341	0.169496217
RP11-204N11.2	ENSG00000258379.1	0.006688887	0	0
RP11-33N16.2	ENSG00000258380.1	0.054199442	0.035293653	0
RP11-737F10.1	ENSG00000258381.1	0.003584457	0	0
CTD-2200A16.1	ENSG00000258383.1	0.001100963	0	0
AC068831.6	ENSG00000258384.1	0.235975774	0.087032069	0.131619983
RP11-629F19.1	ENSG00000258385.1	0.000169256	0	0
RP11-187E13.2	ENSG00000258386.1	0.097404782	0	0.112804713
RP11-557C9.3	ENSG00000258387.1	0.0091853	0.179552737	1.406665921
PPT2-EGFL8	ENSG00000258388.6	0.233241499	0.300812649	0.171641811
RP11-1070N10.4	ENSG00000258390.1	0.005465822	0	0.006614327
RPA2P1	ENSG00000258392.1	0.002984279	0	0
RP11-907D1.2	ENSG00000258393.1	0.00310731	0	0
CTD-2307P3.1	ENSG00000258394.1	0.006542595	0	0
BCAR1P1	ENSG00000258397.1	0.003484748	0	0
MEG8	ENSG00000258399.5	0.082435269	0.064202304	0.055253227
RP11-831F12.2	ENSG00000258400.1	0.020464138	0.078762471	0.022696883
RP11-326E7.1	ENSG00000258401.1	0.102940065	0	0.03067066
RP11-516J2.1	ENSG00000258402.1	0.00182236	0	0
RP11-1029J19.5	ENSG00000258404.1	0.124000581	0	0.09893985
ZNF578	ENSG00000258405.8	0.120417072	0.238242657	0.050032476
RP11-88E18.1	ENSG00000258406.1	0.002234442	0	0
RP11-300J18.2	ENSG00000258407.1	0.009146256	0	0
NT5CP2	ENSG00000258408.1	0.033997963	0.102319988	0.096269164
RP11-173D3.1	ENSG00000258410.1	0.003466855	0	0.028872857
RP11-804M7.2	ENSG00000258411.2	0.004659591	0	0
RP11-404P21.5	ENSG00000258412.1	0.031297299	0.025243765	0.208027537
RP11-665C16.6	ENSG00000258413.1	0.050779254	0.045905088	0.115303081
RP11-356O9.1	ENSG00000258414.1	0.126827707	1.312187236	0.445262056
RP11-32B5.4	ENSG00000258415.2	0	0	0
RP11-526N18.1	ENSG00000258416.1	0.005504247	0	0.137206227
RP11-240B13.2	ENSG00000258417.3	0.03428764	0	0
RP11-662J14.1	ENSG00000258418.1	0.016461388	0.102873692	0
RP11-588P7.1	ENSG00000258419.1	0	0	0
RP11-403B2.3	ENSG00000258420.1	0.001029857	0	0
FRDAP	ENSG00000258421.2	0.00069264	0	0
RP11-486O13.2	ENSG00000258422.4	0.023365724	0.02161548	0.011713923
OR7E105P	ENSG00000258423.1	0.004440314	0	0
RP11-471B22.2	ENSG00000258424.1	0.720054517	1.185200669	0.899861027
CTD-2207P18.1	ENSG00000258425.1	0.10042313	0.068115223	0.031817309
RP11-452D21.1	ENSG00000258426.1	0	0	0
RBM8B	ENSG00000258427.3	0.625409689	0.219033057	0.463571543
RP11-1085N6.2	ENSG00000258428.4	0.075352695	0.180491457	0.15018958
PDF	ENSG00000258429.1	1.301416145	0.669799046	1.02473612
RP11-982M15.2	ENSG00000258430.1	0	0	0
RP1-292L20.2	ENSG00000258431.1	0.000385753	0	0
RP11-255M2.1	ENSG00000258433.1	0.001489206	0.016341751	0.045657645
RP11-711D18.2	ENSG00000258435.1	0.170689217	0.022005863	0.058605171
RNASE12	ENSG00000258436.1	0	0	0
RP11-661G16.1	ENSG00000258437.1	0.026874583	0	0
OR11K2P	ENSG00000258438.3	0.001159137	0	0
RP11-173A8.2	ENSG00000258439.1	0.095836399	0.253071664	0.128718916
RP11-1033H12.3	ENSG00000258440.1	0.002814353	0	0
LINC00641	ENSG00000258441.1	0.934017208	1.899269599	1.306450543
RP3-414A15.11	ENSG00000258443.1	0.089910299	0.284893672	0.114435319
CTD-2201G16.1	ENSG00000258444.1	0.004086782	0	0
RP11-307P22.1	ENSG00000258445.3	0.078981147	0.019687487	0.020886886
RP11-895M11.2	ENSG00000258446.1	0.324480338	0.077139681	0.514454327
RP11-109N23.5	ENSG00000258448.1	0.046024162	0.046728853	0
RP11-713N11.4	ENSG00000258449.1	0.038751237	0.115286245	0
RP11-649E7.7	ENSG00000258450.1	0.278347415	0.343409237	0.339159213
RP11-903H12.3	ENSG00000258451.1	0.280863342	0.229073298	0.190901915
RP11-757H14.2	ENSG00000258452.1	0.042881017	0.043822528	0.105669171
OR11H2	ENSG00000258453.2	0.000228519	0	0
RP11-361H10.3	ENSG00000258454.1	0.239488163	0.174755902	0.103555068
RP11-665C16.5	ENSG00000258455.1	0.035659706	0.091597289	0
PTCD2P1	ENSG00000258456.2	0.000175539	0	0
RP11-298I3.4	ENSG00000258457.4	0.447660328	0.685445358	0.465876276
CTD-2555K7.2	ENSG00000258458.4	0.180331822	0.255915665	0.172373612
CTD-2292M16.7	ENSG00000258459.1	0.002639333	0	0
RP11-168L7.1	ENSG00000258460.1	0.037567376	0.027079093	0.13692665
RP11-164J13.1	ENSG00000258461.4	0.217994465	0.354441209	0.190776292
RP11-831F12.4	ENSG00000258462.2	0.028494593	0.130119977	0
RP11-173D3.3	ENSG00000258463.1	0.005225252	0	0
RP11-388E23.2	ENSG00000258464.1	0.005623869	0	0
RP11-574F21.3	ENSG00000258465.5	0.028777197	0.029187287	0.057247893
RP11-1012A1.4	ENSG00000258466.4	0.080340228	0.030048026	0.077168786
PHKBP2	ENSG00000258467.1	0	0	0
OR11G1P	ENSG00000258468.1	0.001550207	0	0
CHMP4BP1	ENSG00000258469.1	0.588858234	0.259327317	0.26324131
RP11-84C10.4	ENSG00000258471.1	0.237344065	0.185522158	0.149284174
RP11-192H23.4	ENSG00000258472.7	0.555998463	0.50165182	0.540951381
RP11-7F17.4	ENSG00000258473.1	0.012928737	0	0
RP11-187E13.1	ENSG00000258474.1	0.096373874	0.021172946	0.023427755
RP11-76E17.3	ENSG00000258476.4	0.064296922	0.088486813	0.099968412
PPIAP6	ENSG00000258477.1	0.331156214	0.2345605	0.230237451
RP11-232C2.1	ENSG00000258478.1	0.001274621	0	0
LINC00640	ENSG00000258479.4	0.162511235	0.420905645	0.021178699
RP11-662J14.2	ENSG00000258480.1	0.020128745	0	0
RP11-472N19.3	ENSG00000258481.1	0.029550413	0	0
TRAV15	ENSG00000258482.1	0.010879433	0	0
AC144835.1	ENSG00000258483.2	0.279986999	0.02961509	0
SPESP1	ENSG00000258484.3	0.872431126	1.841006188	0.316231261
SRMP2	ENSG00000258485.2	0.049403155	0.051043029	0.032322781
RN7SL1	ENSG00000258486.3	0.016442249	0.15221961	0.054088042
RP11-99L13.1	ENSG00000258487.1	0.019541007	0.018045603	0.136094733
RP11-467L19.8	ENSG00000258488.2	0.007030067	0	0
RP11-398J10.2	ENSG00000258489.3	0.056096966	0.194776342	0.015767982
RP11-862P13.1	ENSG00000258490.1	0.039087162	0.090116725	0.062754561
ZFP64P1	ENSG00000258491.2	0.00594729	0	0
RP11-73E17.3	ENSG00000258493.2	0.03601391	0.149765337	0
OR11J5P	ENSG00000258494.1	0.001005091	0	0
RP11-1141N12.1	ENSG00000258496.1	0.016927666	0	0
CTD-2561F5.1	ENSG00000258497.1	0.000286501	0	0
DIO3OS	ENSG00000258498.5	0.204220081	0.790190547	0.20183896
RP11-862G15.2	ENSG00000258499.1	0.009274392	0.043238591	0.209803796
CTD-2062F14.2	ENSG00000258500.2	0.108032218	0.03568969	0.039448729
EIF3LP1	ENSG00000258501.1	0.025471251	0.043362099	0.025719857
RP11-783L4.1	ENSG00000258502.4	0.051139288	0	0.010708256
RP11-368P15.1	ENSG00000258503.1	0.01902568	0	0.054614213
RP11-638I2.6	ENSG00000258504.2	0	0	0
RP11-90P16.1	ENSG00000258505.1	0	0	0
RP11-688D15.1	ENSG00000258506.2	0.033864161	0	0
RP13-582L3.4	ENSG00000258507.1	0.01444734	0	0
RP11-857B24.3	ENSG00000258509.1	0.017914217	0.267292019	0
RP11-493G17.4	ENSG00000258510.2	0.030482439	0.11439994	0.026036148
RP11-61O1.2	ENSG00000258511.1	0.050672118	0	0
LINC00239	ENSG00000258512.1	0.651165863	0.268792521	0.616466314
RP5-892G5.2	ENSG00000258513.1	0.040111023	0.048612656	0
RP11-203M5.7	ENSG00000258515.1	0.524775636	1.030993777	0.617919085
RP11-185P18.2	ENSG00000258516.1	0	0	0
RP6-91H8.1	ENSG00000258517.1	0.00598274	0	0
RP11-349A22.3	ENSG00000258519.1	0.005174714	0	0
RP11-363J20.2	ENSG00000258520.1	0.205051919	0.168451998	0.613629286
RP11-638I2.9	ENSG00000258521.1	0.420503872	0.323631136	0.397376309
NT5CP1	ENSG00000258524.1	0.076894846	0.107641396	0.025282162
RP11-829H16.3	ENSG00000258525.1	0.121546814	0.036568482	0.012949933
RP11-111A21.1	ENSG00000258526.4	0.077769091	0.132296322	0.075046529
ASB9P1	ENSG00000258527.1	0.205423674	0.237825325	0.08034913
RP11-108O10.8	ENSG00000258529.4	0.000166186	0	0
BANF1P1	ENSG00000258531.2	0.102395495	0.123584788	0.0613821
RP11-353P15.1	ENSG00000258532.1	0.019816653	0	0
CTD-2134A5.4	ENSG00000258534.1	0.966172397	1.326158227	0.444515926
RP11-280K24.4	ENSG00000258535.1	0.017060487	0.04398207	0.002186051
RP11-1053O12.1	ENSG00000258536.1	0.031819133	0	0
FRMD6-AS2	ENSG00000258537.4	0.01966574	0.026100561	0.014142665
RP11-753D20.3	ENSG00000258538.4	0.03193301	0	0.027195092
RP11-12J10.3	ENSG00000258539.1	0.106260254	0.099106361	0.107611319
RP11-692C24.3	ENSG00000258540.1	0.005433096	0	0
OR4K4P	ENSG00000258541.1	0	0	0
AC068831.11	ENSG00000258542.1	0	0	0
RP11-750I4.2	ENSG00000258544.1	0.008821931	0.035906612	0
RP4-755D9.1	ENSG00000258545.4	0.796397298	0.394173503	0.237340387
CENPUP2	ENSG00000258546.1	0.02502225	0.020505793	0.027869873
LINC00645	ENSG00000258548.4	0.030050274	0	0
RP11-22K10.1	ENSG00000258549.1	0.001645314	0	0
OR7E106P	ENSG00000258550.1	0.004710256	0.01198068	0
RP11-661P17.1	ENSG00000258551.4	0.017264348	0.31227643	0
RP11-463C8.5	ENSG00000258552.1	0.002075168	0	0
RP11-16B13.1	ENSG00000258553.4	0.076400154	0.021247647	0.028872857
RP11-973D8.4	ENSG00000258554.1	0	0	0
SPECC1L-ADORA2A	ENSG00000258555.4	0.016158641	0.017370979	0.024509885
CTD-2568P8.1	ENSG00000258556.1	0.040348799	0	0.037743041
AE000659.41	ENSG00000258557.1	0.001758493	0	0
RP11-159L20.2	ENSG00000258558.1	0.140849527	0.106197097	0.038159281
AC005519.4	ENSG00000258559.2	0.34438854	0.873161599	0.351527071
CTD-2376I20.1	ENSG00000258560.1	0.202839581	0.106438235	0.20772342
RP11-72M17.1	ENSG00000258561.1	0.133336487	0.020303257	0.049135594
CTD-2313J17.3	ENSG00000258562.2	0.022018665	0	0
PSMA3P	ENSG00000258563.2	0.002037147	0	0
OR4N1P	ENSG00000258564.1	0.000187901	0	0
BLZF2P	ENSG00000258565.1	0.042290915	0.092812133	0.011497956
RP11-99E15.3	ENSG00000258566.2	0.01045865	0.019305095	0
DUX4L16	ENSG00000258567.1	0.000464795	0	0
RHOQP1	ENSG00000258568.1	0.692239545	0.460326777	0.869606914
RP11-99E15.2	ENSG00000258569.1	0.158266025	0.372626551	0.188189452
RP11-452K20.1	ENSG00000258570.1	0.004542037	0	0
PTTG4P	ENSG00000258571.1	0.096606662	0.17765061	0.135305297
RP11-1070N10.3	ENSG00000258572.1	0.426215719	0.530724895	0.2370009
RP11-14J7.6	ENSG00000258573.4	0.007934346	0	0
CTD-2644I21.1	ENSG00000258576.1	0.004598823	0	0
SNRPGP1	ENSG00000258577.1	0.014554905	0	0.072168456
RP11-98L12.2	ENSG00000258578.2	0.019027623	0	0
RP11-320M16.2	ENSG00000258580.1	0.037356271	0.013170433	0
RP11-638I2.10	ENSG00000258581.2	0.276295377	0.296940214	0.199667461
RP11-44L9.1	ENSG00000258582.1	0.004053931	0	0.044024949
LINC01500	ENSG00000258583.4	0.022964756	0.030631687	0.057163004
FAM181A-AS1	ENSG00000258584.1	0.010529612	0.013053373	0.006033757
ZNF519P3	ENSG00000258585.2	0.000520482	0	0
RP5-1021I20.2	ENSG00000258586.1	0.02233032	0.030287105	0.036185235
RP11-316E14.2	ENSG00000258587.1	0.003133628	0.021284315	0
TRIM6-TRIM34	ENSG00000258588.3	0.001489697	0	0
NBEAP1	ENSG00000258590.4	0.062115843	0.234351416	0.057143682
RP11-545M17.3	ENSG00000258591.2	0.282635536	0.411954954	0.30210545
RP11-108M12.3	ENSG00000258592.1	0.082469588	0.007779347	0.016421412
CTD-3051D23.4	ENSG00000258593.2	0.201032214	0.199860968	0.221045406
RP11-30G8.2	ENSG00000258594.1	0.00111949	0	0
RP11-371E8.2	ENSG00000258595.2	0.005029667	0.028955276	0.040941474
SERPINA2	ENSG00000258597.2	0.003853408	0	0
RP11-260M19.1	ENSG00000258598.1	0	0	0
RP11-84C10.1	ENSG00000258599.2	0.191790777	0.0774704	0.082549232
RP11-452D21.2	ENSG00000258600.1	0.000477973	0	0
RP11-81F13.2	ENSG00000258601.1	0.021027993	0	0
RP11-7F17.7	ENSG00000258602.1	0.141509238	0.040982031	0
RP3-414A15.10	ENSG00000258603.3	0.124173942	0.149265926	0.103721311
AL161668.5	ENSG00000258604.1	0.448867104	0.421789727	0.049624171
DYNLL1P2	ENSG00000258605.1	0.070524757	0.156743948	0
DNAJC19P9	ENSG00000258608.1	0.276660656	0.157788589	0.305911674
LINC-ROR	ENSG00000258609.2	0.007021749	0	0.01283198
RP11-488C13.7	ENSG00000258610.1	0	0	0
RP11-368J22.2	ENSG00000258611.2	0.251444186	0.023765623	0.047885835
RPL21P7	ENSG00000258613.1	0.147701629	0.1411225	0.026618295
RP11-725G5.3	ENSG00000258615.1	0.170748709	0.279061245	0.068954653
RP11-369C8.1	ENSG00000258616.4	0.044645663	0.247081141	0
RPL21P9	ENSG00000258618.2	0.008054194	0.024510692	0
RP11-134E15.1	ENSG00000258619.2	0.001191283	0	0
RP11-362L22.1	ENSG00000258620.1	0.02922933	0.056252043	0
RP11-90P16.2	ENSG00000258622.2	0	0	0
CTD-2325P2.3	ENSG00000258623.1	0.723418125	0.239214854	0.330699955
SERPINE4P	ENSG00000258624.1	0.032534465	0	0
OR11H5P	ENSG00000258625.1	0.00020876	0	0
COX7A2P1	ENSG00000258626.2	0.185762757	0.275569351	0.430821065
RP11-76E17.1	ENSG00000258627.1	0.022312538	0	0
RP11-492D6.3	ENSG00000258628.1	0.067327314	0.028040686	0
CTD-2014B16.1	ENSG00000258629.1	0.002468941	0	0
RP11-725G5.2	ENSG00000258630.1	0.031810991	0.180076041	0
RP11-739G5.1	ENSG00000258631.2	0.11133594	0.146094228	0
RP11-354B3.1	ENSG00000258632.2	0.005507948	0	0
RP11-857B24.1	ENSG00000258633.1	0.043464655	0.145210725	0
RP4-773N10.4	ENSG00000258634.3	1.498757383	1.810957598	1.443416371
CTD-2298J14.2	ENSG00000258636.1	0.117663544	0.325183486	0.231171344
RP11-242P2.1	ENSG00000258637.1	0.022699533	0	0
RP11-395B20.2	ENSG00000258638.2	0.047460646	0.0454343	0
RP11-10A2.1	ENSG00000258639.1	0	0	0
RPL21P5	ENSG00000258640.3	0.09489492	0.256550099	0.095309994
OR4T1P	ENSG00000258641.1	0.000186738	0	0
RP11-219E7.2	ENSG00000258642.1	0.029703823	0	0.021724849
BCL2L2-PABPN1	ENSG00000258643.4	0.260799661	0.27447801	0.142489975
SYNJ2BP-COX16	ENSG00000258644.4	0.172207533	0.293150656	0.170791776
HSPE1P2	ENSG00000258645.2	0.597180614	0.316620544	0.805093737
RP11-950C14.3	ENSG00000258646.1	0.227769918	0.248658495	0.156496458
LINC00930	ENSG00000258647.4	0.258990963	1.156545343	0.491058005
UBE2CP1	ENSG00000258648.1	0.07549993	0.161029722	0.029791852
CTD-2142D14.1	ENSG00000258649.1	0.003308632	0.02191915	0
HSBP1P1	ENSG00000258650.1	0.039337286	0	0
RP11-545M17.1	ENSG00000258651.1	0.025366215	0.047512859	0.032936968
OR4Q1P	ENSG00000258652.2	0	0	0
RP5-1021I20.4	ENSG00000258653.3	0.019966842	0.019598875	0.00705432
RP11-509A17.3	ENSG00000258654.1	0.125177873	0.036528267	0.049779163
ARHGAP5-AS1	ENSG00000258655.2	1.370777047	2.001107218	1.176494094
RP11-193F5.4	ENSG00000258656.1	0	0	0
RP11-104E19.1	ENSG00000258657.4	0.195344662	0.038052631	0.070877863
RP11-517O13.3	ENSG00000258658.1	0.150372107	0.197923176	0.316183148
TRIM34	ENSG00000258659.5	0.255790354	0.585385693	0.292338721
RP4-693M11.3	ENSG00000258660.1	0	0	0
RP11-964E11.2	ENSG00000258661.1	0.133015218	0.472218003	0.089263408
RP11-588P7.2	ENSG00000258662.1	0.000469854	0	0
RP11-123M6.2	ENSG00000258663.1	0	0	0
AC068831.12	ENSG00000258665.1	0.002686499	0	0
RP11-638I2.8	ENSG00000258666.1	0	0	0
HIF1A-AS2	ENSG00000258667.1	0.331545696	0.083645566	0.174059817
COX6CP11	ENSG00000258668.1	0.004928985	0	0
RP11-1042B17.3	ENSG00000258670.1	0.066380967	0.115512008	0.01915611
RP11-407N17.2	ENSG00000258671.2	0.004769327	0	0
RP11-543C4.3	ENSG00000258672.1	0.004164043	0	0
LINC01397	ENSG00000258673.1	0.328476618	0.157886688	0.36363352
CTC-260F20.3	ENSG00000258674.5	0.533196109	0.322376524	0.405777126
RP11-299L17.3	ENSG00000258675.1	0.107137148	0.091336519	0.077880748
RP11-386M24.3	ENSG00000258676.4	0.114728534	0.46959762	0.332167563
RP11-463D19.2	ENSG00000258677.2	0.006468522	0.015722281	0.02139383
RP11-1078H9.1	ENSG00000258678.1	0.004161795	0.028388044	0
RP11-74M13.4	ENSG00000258679.1	0.024051058	0.009093221	0.021062212
RP11-506K19.1	ENSG00000258680.2	0.011311321	0.028955276	0
RP11-8L8.1	ENSG00000258681.1	0.000268363	0	0
CTD-2002H8.2	ENSG00000258682.1	0.857639697	1.802651971	1.203432946
RP11-11K13.1	ENSG00000258683.1	0.011542229	0	0
BMS1P16	ENSG00000258684.2	0.021170284	0.052011113	0.073084373
CTD-2315A10.2	ENSG00000258685.2	0.001580652	0	0
RP11-218E20.2	ENSG00000258687.1	0.010279449	0	0
LINC01269	ENSG00000258689.1	0.260243555	0.695790756	0.100866686
RP11-81F13.1	ENSG00000258690.1	0.01962627	0	0
RP11-404P21.8	ENSG00000258691.1	0.017129526	0.014283863	0.086828539
SALL4P7	ENSG00000258692.2	0.00507308	0.102243305	0
RP11-436M15.3	ENSG00000258693.1	0.021897313	0.029983935	0.033155724
RP11-1033H12.1	ENSG00000258694.1	0.015460999	0.033090887	0
RP3-414A15.2	ENSG00000258695.2	0.168620484	0.625029278	0.134164561
CTD-2058B24.3	ENSG00000258696.1	0.036902523	0.095288275	0.035111631
RP11-589M4.3	ENSG00000258698.1	0.02059162	0	0
RP11-356K23.2	ENSG00000258699.1	0.034626458	0.026440495	0
LINC00871	ENSG00000258700.4	0.034211367	0.009085918	0
LINC00638	ENSG00000258701.1	0.77107926	1.003824063	0.779185761
RP11-433J8.1	ENSG00000258702.1	0.031065459	0.14682131	0.04613268
RP11-1085N6.4	ENSG00000258703.1	0.000252101	0	0
SRP54-AS1	ENSG00000258704.4	0.357905205	0.519306989	0.357034393
AE000660.4	ENSG00000258705.2	0.00090591	0	0
SLC20A1P3	ENSG00000258706.1	0.000379667	0	0
RP11-467L19.11	ENSG00000258707.2	0.000806344	0	0
SLC25A21-AS1	ENSG00000258708.1	0.479881779	1.924524898	0.769565964
LINC01193	ENSG00000258710.6	0.00634579	0	0
RP11-218E20.3	ENSG00000258711.2	0.117509425	0.033184008	0.023907363
CXADRP2	ENSG00000258712.2	0.003044319	0	0
C20orf141	ENSG00000258713.2	0.08932167	0	0.03392891
RP11-661G16.2	ENSG00000258716.1	0.013158112	0	0
RP11-566J3.2	ENSG00000258717.1	0.009412482	0.033382861	0.017915277
RP11-226P1.2	ENSG00000258718.1	0	0	0
RP11-232C2.3	ENSG00000258719.1	0	0	0
OR11H3P	ENSG00000258721.2	0	0.023675826	0
CKAP2P1	ENSG00000258722.2	0.002327134	0	0
RP11-332E19.2	ENSG00000258723.1	0	0	0
CTD-2135J3.4	ENSG00000258724.1	0.009140963	0.007002084	0.009548757
PRC1-AS1	ENSG00000258725.1	0.216076403	0.158981859	0.168522976
DUXAP6	ENSG00000258726.1	0.004327667	0.039921002	0
RP11-66N24.3	ENSG00000258727.1	0.585956706	0.770850776	0.683711173
RP11-195F19.29	ENSG00000258728.1	0.003085902	0	0
RP11-404P21.6	ENSG00000258729.2	0.001347032	0	0
ITPK1-AS1	ENSG00000258730.1	0.01058096	0.010121489	0.006356114
RP11-547D23.1	ENSG00000258731.1	0.026207708	0.054788291	0.042729476
RP11-603B24.1	ENSG00000258732.1	0.770611669	0.489167088	0.786771727
CTD-2341M24.1	ENSG00000258733.4	0.318503005	0.506057129	0.431882251
