gene	transcript	KMS11_EXP	MM1S_EXP	RPMI_EXP
ATP13A1	ATP13A1	11.99205319	11.50920593	12.04474928
TRAPPC4	TRAPPC4	10.55512593	10.3652726	10.5758701
C1S	C1S	0.966902921	4.241870684	1.703291215
GABARAPL2	GABARAPL2	11.04354	9.951581967	11.16122638
TEX12	TEX12	0.966902921	3.660860181	2.731417878
DDHD2	DDHD2	9.365670668	9.04645559	9.400183531
SLC25A23	SLC25A23	11.44875128	9.1502017	11.69264165
RORC	RORC	1.540662153	4.754059051	5.52759273
C16orf72	C16orf72	11.11482899	10.65306898	11.07406785
SLC43A3	SLC43A3	2.529371205	4.754059051	14.11911134
TMEM135	TMEM135	10.41387118	9.956794311	10.46277831
PIP5K1P1	PIP5K1P1	1.950065224	0	2.139122368
GABRG2	GABRG2	6.200706396	0	6.801740688
CCDC136	CCDC136	5.978461076	6.961739073	5.87132866
SYCE1L	SYCE1L	3.937306723	0	3.618497096
MYO15A	MYO15A	0.966902921	1.882858215	5.256678579
GABPA	GABPA	11.4947406	11.31544396	11.51383121
C22orf34	C22orf34	0.966902921	4.30862299	1.703291215
TP53I11	TP53I11	2.529371205	9.061049808	7.901192736
TRPV3	TRPV3	2.529371205	10.79950829	5.89886859
LPCAT4	LPCAT4	9.938720982	10.76872193	9.849800713
TSTD3	TSTD3	4.579626696	5.430044358	4.487750013
ZNF426	ZNF426	2.268602069	6.98234336	8.281976378
GTF2IRD1P1	GTF2IRD1P1	7.999374321	8.221480788	8.018823311
SEMA4G	SEMA4G	3.844486088	2.672676519	3.745226574
NPDC1	NPDC1	0.966902921	0.922972661	10.67577183
GGA2	GGA2	12.04320163	12.25102077	12.06122266
LBX2-AS1	LBX2-AS1	2.268602069	4.30862299	2.462803581
AKR7A2P1	AKR7A2P1	0.966902921	2.196629075	1.089647294
IDO1	IDO1	0.966902921	2.196629075	1.089647294
LOC100506655	LOC100506655	0.966902921	2.196629075	1.089647294
LRP4-AS1	LRP4-AS1	0.966902921	2.196629075	1.089647294
EPHB6	EPHB6	5.394016741	3.759613929	5.256678579
ESYT1	ESYT1	12.8622964	11.9872498	12.95291957
SIAE	SIAE	10.16670289	8.5800814	10.0318528
POLR1D	POLR1D	10.92245804	10.58232078	10.95776953
RBMS2	RBMS2	6.934127233	6.110793348	7.01886781
GLMN	GLMN	8.277533835	9.319593098	8.36824016
POP7	POP7	9.584165793	9.349624029	9.608435956
HDAC6	HDAC6	10.37912923	9.954190493	10.42302134
SCARB1	SCARB1	12.39835358	9.619867816	12.68032436
CYP1A1	CYP1A1	5.662242535	2.672676519	5.417650017
C1orf95	C1orf95	1.950065224	0	2.132461686
DMGDH	DMGDH	1.950065224	0	2.132461686
PDE11A	PDE11A	1.950065224	0	2.132461686
RASL11B	RASL11B	1.950065224	0	2.132461686
SCUBE1	SCUBE1	1.950065224	0	2.132461686
GPR158	GPR158	6.441576434	0	7.043005404
KCNMB4	KCNMB4	5.022505417	7.002646269	4.811327165
MAP2K7	MAP2K7	10.22770017	10.93046385	10.15545073
MYO5B	MYO5B	7.852173668	11.47191903	8.173402311
VASH2	VASH2	9.534888402	9.917233323	9.495717145
RAB36	RAB36	9.555168116	12.23796876	9.788545427
ZFP82	ZFP82	6.200706396	0.922972661	6.695826825
LIMK2	LIMK2	9.529307559	10.46650477	9.433520764
ACTRT3	ACTRT3	0.966902921	4.098310065	2.462803581
C12orf74	C12orf74	0.966902921	4.372422827	2.132461686
ZNF585A	ZNF585A	7.273301409	5.203228569	7.103434694
HPS6	HPS6	8.359494815	9.365388532	8.444977588
SRSF9	SRSF9	12.15720165	11.12405021	12.0711003
TMEM9B-AS1	TMEM9B-AS1	2.268602069	4.372422827	2.462803581
CISD2	CISD2	11.25600814	10.71436574	11.31030603
DLEU2	DLEU2	6.876099425	6.501472585	6.844862656
MED16	MED16	10.1582941	10.92382514	10.08076424
PCDH11Y	PCDH11Y	0.966902921	2.196629075	4.811327165
MLLT4	MLLT4	11.70040504	10.07415485	11.86136999
OPRL1	OPRL1	0.966902921	1.882858215	5.562453088
CDK2AP1	CDK2AP1	9.775453905	8.204052659	9.930410625
LINC00607	LINC00607	3.638734197	0	3.969638629
NCKAP5L	NCKAP5L	3.638734197	0	3.969638629
CXCL16	CXCL16	2.529371205	8.251482411	9.207153457
XRRA1	XRRA1	9.314671605	10.15466624	9.230176589
RAD51L3-RFFL	RAD51L3-RFFL	6.633897599	7.089476964	6.671916066
RPIA	RPIA	9.938720982	9.817613665	9.928741905
SPG20	SPG20	9.740460457	5.488800975	9.402590022
TRIP4	TRIP4	9.702944918	9.394492706	9.677643894
HIST1H2BN	HIST1H2BN	4.184558014	0	4.55853092
PPP6R3	PPP6R3	12.44652247	12.10900462	12.47950493
GTF2E2	GTF2E2	9.98430452	10.72127011	9.91194469
ITGB1BP1	ITGB1BP1	10.25838937	10.92049429	10.19347608
KIAA0195	KIAA0195	10.31462856	10.88606996	10.25870735
APOL3	APOL3	6.840488412	10.82823171	7.184002521
CHCHD7	CHCHD7	9.716104366	10.68796174	9.795888678
PDCD1LG2	PDCD1LG2	1.540662153	6.07264821	4.626006848
SNCAIP	SNCAIP	3.110550334	10.77906269	11.01551959
SLC1A2	SLC1A2	1.540662153	3.316171815	1.703291215
TRIAP1	TRIAP1	10.28291466	9.561186733	10.35257316
APOBEC3H	APOBEC3H	1.540662153	6.147498014	2.132461686
INTS9	INTS9	8.750164304	9.216891333	8.704982596
MTDH	MTDH	14.38727017	12.41598466	14.2300805
LINC00426	LINC00426	1.540662153	7.285503944	3.325635382
CDC20	CDC20	11.43935822	11.36374602	11.44660776
GNG4	GNG4	5.934098918	1.48131961	5.596490939
SORD	SORD	11.22422482	8.471378517	11.00763702
CATSPER3	CATSPER3	0.966902921	3.180173328	3.618497096
LOC401010	LOC401010	4.520843366	2.672676519	4.690461795
SF3B3	SF3B3	13.53538474	13.67667335	13.52193163
RPRD1A	RPRD1A	12.2949854	11.60361244	12.36043287
RNASEK	RNASEK	10.06669467	11.11823382	10.1514352
FGFR1	FGFR1	3.937306723	7.556643995	4.251832686
TFE3	TFE3	10.53670375	8.830613443	10.69553281
PRIM2	PRIM2	9.716104366	10.27530975	9.760671718
MTMR2	MTMR2	10.01124123	10.60573877	9.955218342
FOXA1	FOXA1	5.888331687	8.230116532	5.662248233
PIP4K2A	PIP4K2A	12.68018368	11.8156955	12.61254602
OSR2	OSR2	6.219309878	3.030007594	5.97846794
NFS1	NFS1	10.19047906	9.367347038	10.26664601
KIAA1407	KIAA1407	6.326161597	5.093927733	6.438700382
PHLPP2	PHLPP2	9.093021347	10.25429641	9.184954664
FAM131C	FAM131C	4.69045062	0.922972661	4.41331651
TPTEP1	TPTEP1	0.966902921	1.882858215	5.952419771
NCF1C	NCF1C	3.110550334	8.500224445	3.618497096
GRIN2A	GRIN2A	6.376760947	0.922972661	6.844862656
LOC100129550	LOC100129550	6.255814164	7.397075614	6.148718579
TMEM126B	TMEM126B	10.13030027	10.63285892	10.16964946
MX1	MX1	9.100567733	7.155536747	8.951748052
TICRR	TICRR	11.08280769	10.61483865	11.04663293
PPDPF	PPDPF	2.750143396	10.15120686	9.557503909
CNTNAP3B	CNTNAP3B	1.950065224	4.241870684	10.91541633
CD81	CD81	11.50811663	3.316171815	10.90781453
RABL2A	RABL2A	3.745269607	5.203228569	3.861816446
TDP1	TDP1	10.25388293	9.629691753	10.20592762
TONSL	TONSL	9.954075596	11.0680796	9.851563228
DTX2P1-UPK3BP1-PMS2P11	DTX2P1-UPK3BP1-PMS2P11	6.1627619	5.677423674	6.125593247
DHX29	DHX29	11.47511529	10.81179211	11.42427653
BCL2L2-PABPN1	BCL2L2-PABPN1	11.06262634	10.18634951	11.141807
LINC00260	LINC00260	3.523687402	0.925855901	3.745280365
OR7E14P	OR7E14P	4.636102546	8.603537333	4.251832686
TAF2	TAF2	11.07197177	11.7782784	11.00763702
C14orf166	C14orf166	11.2828915	10.94365033	11.31352363
GINS1	GINS1	10.78715164	11.02654419	10.76546016
CELF6	CELF6	0.966902921	2.454199587	4.752159835
KBTBD8	KBTBD8	9.108072237	11.31637771	8.904977757
FGFR1OP	FGFR1OP	9.125439302	8.056480568	9.220859549
MCPH1	MCPH1	9.327597552	9.861361457	9.368537018
TRIM58	TRIM58	11.082169	0	10.29801673
AMMECR1L	AMMECR1L	9.603769124	9.96328337	9.63119161
LTF	LTF	1.540662153	2.672676519	10.92213837
THEMIS2	THEMIS2	10.47900213	3.440447299	9.971514815
PEX2	PEX2	9.487709422	10.30012372	9.414564742
AFAP1	AFAP1	7.334282225	3.85202881	7.633271354
PSMA1	PSMA1	11.81874194	12.69454289	11.74004634
SLC7A5P1	SLC7A5P1	4.520843366	3.316171815	4.626006848
CEP19	CEP19	7.209599577	8.517964589	7.091551749
TCEANC	TCEANC	6.864322358	6.611319948	6.886733033
AKAP1	AKAP1	11.49529542	11.53295976	11.49195829
NKAP	NKAP	9.516200359	9.019307165	9.559661968
SBNO1	SBNO1	12.15824992	11.2275257	12.23942251
LOC440434	LOC440434	9.394606314	9.166042539	9.414564742
NFYA	NFYA	10.82634986	10.96446361	10.83661059
BNIP1	BNIP1	7.640714911	8.285022999	7.688844752
SERINC5	SERINC5	10.65672874	9.748664165	10.73522599
ZNF160	ZNF160	9.001934506	0	9.722647033
ZNF706	ZNF706	10.97198176	10.09912422	11.04740342
MAP3K4	MAP3K4	10.68377539	9.674672498	10.60959431
LRRC19	LRRC19	2.268602069	3.759613929	2.132461686
TMEM180	TMEM180	5.256671032	6.252958672	5.168910751
FUCA2	FUCA2	10.94009332	9.74414932	10.85254511
CYB5R3	CYB5R3	11.13334132	10.45088132	11.19216334
ZFP69	ZFP69	1.950065224	7.318271643	7.018111138
FKBP15	FKBP15	10.232289	10.56876368	10.20317668
NOXA1	NOXA1	5.549136224	0	5.16890273
LINC00657	LINC00657	13.84086642	13.21175752	13.89492195
CD274	CD274	1.540662153	5.368796281	5.97846794
GBP2	GBP2	1.540662153	6.2864672	5.026361874
CHURC1-FNTB	CHURC1-FNTB	8.003495425	7.0300491	8.08615746
SEPHS2	SEPHS2	11.32375848	10.38183492	11.25545352
NDRG4	NDRG4	5.022505417	4.372422827	4.975533893
NME7	NME7	8.772383861	7.002646269	8.645258529
LOC100130987	LOC100130987	0.96728151	3.180173328	3.969666255
ZNF70	ZNF70	6.360090321	6.110559521	6.381279911
GEN1	GEN1	10.43291766	11.12995912	10.37357209
C4orf3	C4orf3	10.02584551	10.6642606	9.971514815
ELP6	ELP6	9.023266443	9.295109988	9.000231038
SLC25A33	SLC25A33	9.74207023	8.33391564	9.641417779
XPOT	XPOT	13.93804498	12.97908931	13.8691504
COL16A1	COL16A1	0.966902921	2.196629075	5.596490939
TAS2R4	TAS2R4	0.966902921	3.316171815	3.861816446
SLC4A4	SLC4A4	4.258383242	8.132155241	4.55853092
ATP11B	ATP11B	12.31187884	13.80125366	12.41956259
RNF220	RNF220	10.81723951	10.62223489	10.8032997
BEAN1	BEAN1	0.966902921	2.454199587	1.089647294
SPINT1	SPINT1	2.750143396	10.54560163	9.990841437
MAL	MAL	1.540662153	2.454199587	12.67585341
RDH11	RDH11	11.10798204	10.58820867	11.07104666
RER1	RER1	11.47953272	11.36376791	11.47130433
CDC42SE2	CDC42SE2	11.57870761	12.32594907	11.51661109
MGAT1	MGAT1	10.6558795	12.36616919	10.77849607
CIB2	CIB2	4.520843366	5.798493834	4.41331651
ACTR3C	ACTR3C	6.766515658	6.201192752	6.726872078
TCERG1L	TCERG1L	6.591918729	0	7.091551749
PWP2	PWP2	11.30155907	11.53383099	11.28249193
TMEM150B	TMEM150B	2.750143396	0	2.95778462
OLFML2B	OLFML2B	9.295077836	2.454199587	8.838976971
IGF2BP3	IGF2BP3	11.94217358	5.70246362	12.43021992
PRR15L	PRR15L	0.966902921	4.30862299	2.95778462
IRF6	IRF6	0.966902921	4.84682424	2.462803581
ABCF3	ABCF3	10.57692833	10.97481608	10.54460709
XAB2	XAB2	10.34670209	10.96126157	10.29672123
APEX2	APEX2	10.08284094	10.38860931	10.05804586
HSH2D	HSH2D	10.47900213	11.90570665	10.57906132
SMOC1	SMOC1	1.540662153	8.408096173	3.153403271
ADCY5	ADCY5	1.540662153	4.492135196	7.392111309
SNRPB2	SNRPB2	10.65758642	11.5533173	10.71986793
TRMT1	TRMT1	10.37082905	10.51677358	10.38091556
DFNB31	DFNB31	10.5114463	10.18491253	10.4890652
PRORSD1P	PRORSD1P	5.182759823	4.241870684	5.256678579
CDKN2A	CDKN2A	10.72911087	0.922972661	10.09571348
FAM83H	FAM83H	1.950065224	6.033715916	8.925207261
DLGAP1	DLGAP1	5.662242535	0	5.298625327
SPNS2	SPNS2	3.119940442	7.582013987	2.733571271
FOXO3	FOXO3	12.84386807	14.18326319	12.73745228
SNX20	SNX20	2.268602069	8.991640885	8.35338946
SKI	SKI	2.529371205	9.345655839	10.00676086
NNT	NNT	12.79548165	13.08479178	12.81516712
ZNF638	ZNF638	12.25750571	11.9006442	12.28546869
SLC2A14	SLC2A14	4.184558014	2.196629075	4.334832822
PHF10	PHF10	10.91077763	9.826183001	10.99493323
MON1B	MON1B	10.71688804	9.421134917	10.63028533
TCF19	TCF19	10.9540436	12.44269992	11.05507225
HNRNPCL1	HNRNPCL1	0.001123	0	0.00105
CEBPD	CEBPD	2.941572106	0	3.153403271
CXorf56	CXorf56	10.09169983	9.658768455	10.12516805
BAIAP2-AS1	BAIAP2-AS1	0.966902921	1.48131961	8.824688309
LOC100506874	LOC100506874	2.268587099	3.938878558	2.132461686
SSBP4	SSBP4	8.132936649	7.022667419	8.217817177
PITPNM1	PITPNM1	9.567925663	5.055573115	9.903472171
MORN2	MORN2	7.152660046	6.397968917	7.103434694
SMG7	SMG7	12.87408611	12.34321626	12.83935537
SSPN	SSPN	1.540662153	5.093927733	6.966984108
CCDC144B	CCDC144B	6.977943868	9.540505861	7.150021409
PSMB7	PSMB7	11.62030232	11.37046401	11.63901957
ACSL4	ACSL4	12.31701684	11.19701392	12.40042319
OAS2	OAS2	8.684731091	10.85570167	8.82827297
TDP2	TDP2	10.73153966	11.06506602	10.75325018
ABP1	ABP1	0.966902921	2.86237799	4.868163239
MRPL18	MRPL18	10.77305676	10.03896013	10.72564744
LOC731275	LOC731275	7.417228056	7.755181355	7.392111309
POLE2	POLE2	8.623193806	7.886629401	8.67742015
RAF1	RAF1	12.00852667	12.73643999	11.95453804
VWA2	VWA2	0.966902921	2.86237799	4.922844822
DHX40	DHX40	11.15886842	9.725947309	11.2634218
ATP2B4	ATP2B4	11.4770499	9.93582509	11.37915631
CLDN15	CLDN15	7.45696217	8.046736596	7.494943563
CNTNAP3	CNTNAP3	1.540662153	3.180173328	11.05736227
ANKRD55	ANKRD55	2.268602069	0	2.132461686
C8orf46	C8orf46	2.268602069	0	2.132461686
MMP14	MMP14	2.268602069	0	2.132461686
SSFA2	SSFA2	11.55052075	11.37790459	11.56307708
RPS6	RPS6	15.27677144	14.14210706	15.35895333
FOCAD	FOCAD	11.06748814	10.23297248	11.01473188
METTL20	METTL20	5.220186762	6.44323698	5.298636323
GIPC1	GIPC1	9.359393783	5.931522328	9.148133345
XXYLT1	XXYLT1	8.898948983	9.20817582	8.918496555
NPEPL1	NPEPL1	6.759462134	7.127096709	6.782644451
ASF1B	ASF1B	10.98834385	11.42426604	10.95694964
ADAMTS13	ADAMTS13	0.966885944	2.196629075	6.457336551
MTHFD2L	MTHFD2L	7.45696217	6.413216639	7.392111309
NADSYN1	NADSYN1	9.30817063	10.18712934	9.363587247
VKORC1L1	VKORC1L1	9.989735086	9.750165979	9.97475873
SNX11	SNX11	9.115540507	9.634578748	9.148133345
SUMO1P3	SUMO1P3	0.966902921	2.672676519	1.089647294
UNC79	UNC79	0.966902921	2.672676519	1.089647294
RFWD3	RFWD3	12.25045535	10.71127979	12.15521353
GNRHR2	GNRHR2	8.717227439	9.136663073	8.743464477
HLA-A	HLA-A	14.2239866	13.2516688	14.16369684
PCF11	PCF11	11.51330815	11.46644869	11.51661109
STAG1	STAG1	11.7972319	12.10402208	11.81604365
TYW3	TYW3	10.00455757	11.08543926	9.928713781
CACNA2D4	CACNA2D4	0.966902921	4.492135196	3.325635382
LDLRAD4	LDLRAD4	3.398678716	6.73782194	3.153403271
KIAA1614	KIAA1614	3.398678716	0	3.618497096
TP73	TP73	1.540662153	8.355884024	4.251832686
CENPQ	CENPQ	9.310342393	9.693530516	9.333629461
TPM4	TPM4	13.09935603	13.40682947	13.11800341
SRM	SRM	12.81012976	11.93769381	12.75757127
STX16	STX16	11.47917396	11.34901578	11.47130941
TCP10L	TCP10L	2.268602069	5.203228569	2.462803581
PLEKHG7	PLEKHG7	0.966902921	4.372422827	3.479489271
CNOT1	CNOT1	14.44367528	14.00382532	14.47349648
NFIL3	NFIL3	10.16790732	12.46527814	10.00991257
LSG1	LSG1	11.03569263	11.76385554	11.07934477
BCL11A	BCL11A	9.400732171	7.310149227	9.54011835
KRT83	KRT83	3.523687402	0	3.325635382
ERP27	ERP27	2.268602069	5.237896363	2.462803581
FAM131A	FAM131A	1.950065224	7.649701673	8.31812248
CARS	CARS	11.30591924	10.66585107	11.26804484
VWCE	VWCE	4.184558014	2.196629075	4.06995989
SDC1	SDC1	12.21207379	13.86241458	12.3106781
PPP2R2C	PPP2R2C	3.523687402	0	3.745280365
TSPAN9	TSPAN9	5.549136224	0.922972661	5.843250254
NOL12	NOL12	8.521922311	8.984002538	8.49094311
KIAA1984	KIAA1984	0.966902921	3.180173328	4.868163239
TLR3	TLR3	0.966902921	3.180173328	4.868163239
PYCR1	PYCR1	12.13700392	10.08133696	12.27203777
CCM2	CCM2	10.77541275	11.56189411	10.82139931
ARHGEF18	ARHGEF18	9.833966888	10.78786176	9.889811178
ATF7	ATF7	10.12830371	9.691944122	10.15694262
ZNF655	ZNF655	11.12102836	8.113606744	11.3154383
TMEM132E	TMEM132E	1.540662153	4.171871326	9.43116536
SNX12	SNX12	10.53854786	9.59333883	10.60019169
RAP1GAP2	RAP1GAP2	1.540662153	5.888528959	6.900420047
SCO2	SCO2	8.694657366	9.230339931	8.659557132
PABPN1	PABPN1	9.738137871	9.07479976	9.781197401
COQ5	COQ5	10.20220955	9.082667999	10.13822059
PLEKHG4B	PLEKHG4B	9.185807092	3.180173328	8.853125503
MGARP	MGARP	0.966902921	5.775079522	2.462803581
DLG1	DLG1	11.43935822	12.26132806	11.3858624
HAVCR2	HAVCR2	2.268602069	7.687816561	11.40999017
PLGLB1	PLGLB1	3.757599356	4.227517755	3.726951073
CEP44	CEP44	9.848979658	10.04753294	9.860345201
MBLAC1	MBLAC1	4.258383242	5.57267446	4.334832822
CD38	CD38	2.268602069	8.460410843	10.56838369
LOC653712	LOC653712	5.104856607	6.218655256	5.168910751
PDCD2	PDCD2	11.25216277	10.23833308	11.19494764
PHF21A	PHF21A	9.773880973	9.688839508	9.779313899
RBM12	RBM12	12.19330666	12.55156889	12.21360245
REP15	REP15	0.966902921	2.86237799	5.596490939
EMILIN1	EMILIN1	1.540662153	9.28478478	3.969638629
FAM26F	FAM26F	1.950065224	6.269809284	10.45352787
NF1	NF1	11.61604335	10.16928617	11.70742384
ZNF816	ZNF816	7.966718848	1.11340713	8.378060711
GCLM	GCLM	9.847484922	9.021796171	9.801370478
FOSB	FOSB	0.966902921	4.098310065	4.06995989
TTC17	TTC17	11.02184752	11.04746477	11.02022993
ZHX2	ZHX2	9.758063277	8.775633324	9.819497351
HIST1H2BK	HIST1H2BK	10.10801472	6.543648992	10.3274516
CD200R1	CD200R1	1.540662153	7.603923013	1.089647294
AIFM1	AIFM1	11.72868158	10.95281404	11.77715256
DSG1	DSG1	4.793370509	0	5.075459896
CLUHP3	CLUHP3	6.591918729	2.672676519	6.381279911
AKAP6	AKAP6	5.220186762	6.033715916	5.168910751
ATP1B3	ATP1B3	12.97024073	12.68220457	12.95435628
TFB2M	TFB2M	10.59127923	10.35049725	10.57800466
DDX58	DDX58	7.317141235	7.892081323	7.281382974
GNRH1	GNRH1	4.258383242	5.626001005	4.334832822
RNF166	RNF166	9.18343937	7.784791865	9.10740018
ZNF175	ZNF175	8.468489643	6.44323698	8.591417623
H1FX-AS1	H1FX-AS1	5.767122428	6.940847993	5.69403884
ARVCF	ARVCF	0.966952372	3.85202881	4.413323281
CAMK2N1	CAMK2N1	3.937306723	0	4.163764383
DDX6	DDX6	12.89321999	13.58350592	12.85129813
PTDSS1	PTDSS1	13.15326384	11.1534127	13.27255106
FBXL19-AS1	FBXL19-AS1	6.1627619	7.164585175	6.102091187
PCNXL3	PCNXL3	11.05782931	10.83390998	11.04586202
APOBR	APOBR	3.261795561	4.433520346	3.325635382
REEP6	REEP6	0.966902921	2.454199587	6.900420047
C6orf136	C6orf136	8.533119446	8.742818037	8.544238074
CD63	CD63	12.23053087	11.32597998	12.28383787
SVIP	SVIP	10.40474775	12.13337986	10.30189625
PITPNB	PITPNB	12.16095862	11.85461519	12.1448271
DHRS3	DHRS3	0.966902921	1.882858215	9.00973626
LEKR1	LEKR1	4.106758689	0	4.334832822
CDC42EP3	CDC42EP3	10.26512274	11.03580946	10.21965257
FLRT3	FLRT3	0.966902921	4.020768865	4.413126918
RAI1	RAI1	10.02848627	9.286855741	10.07171709
ZNF606	ZNF606	7.525841807	3.938878558	7.342830273
SLC38A1	SLC38A1	14.55485262	13.93725427	14.59083262
PLAC8	PLAC8	1.950065224	6.053313387	11.68425771
CCR2	CCR2	2.268602069	9.315541324	10.55762644
SSR4P1	SSR4P1	4.579626696	1.48131961	4.752159835
PXN-AS1	PXN-AS1	5.841074928	4.754059051	5.785404078
CCDC144CP	CCDC144CP	3.523687402	5.304832254	3.618497096
RANBP17	RANBP17	0.966902921	3.030007594	1.089647294
SCARNA16	SCARNA16	0.966903659	3.030007594	1.089647294
GDPD5	GDPD5	5.458080099	0	5.755587307
LOC100130950	LOC100130950	2.529371205	3.660860181	2.462803581
MVD	MVD	10.24936238	8.545906609	10.34632535
ZNF513	ZNF513	6.688572038	7.397092732	6.647832543
AURKC	AURKC	3.937306723	0	3.745280365
B3GNT5	B3GNT5	1.540662153	4.372422827	1.703291215
TMEM176B	TMEM176B	4.258383242	0	4.487750013
TNIK	TNIK	5.841062344	8.905308775	5.662248233
VPS13B	VPS13B	11.90889545	9.583261447	12.03818511
RAD51D	RAD51D	8.638435914	9.843040095	8.570326306
ALOX12P2	ALOX12P2	5.911396782	7.610552431	5.814617071
STRAP	STRAP	12.57869818	12.68789615	12.5842015
IDH3G	IDH3G	10.39545916	9.965844877	10.41946515
SRCAP	SRCAP	12.44923378	12.79508994	12.46662202
CCDC127	CCDC127	9.562471405	9.333685359	9.55100837
GNA13	GNA13	12.69956812	12.78193545	12.70369165
BLOC1S1-RDH5	BLOC1S1-RDH5	3.942777216	4.489774118	3.912266628
RNF39	RNF39	4.459569324	1.882705646	4.334789926
CCDC65	CCDC65	1.950065224	5.271754339	2.132461686
THAP9-AS1	THAP9-AS1	9.82488557	9.337686565	9.851563228
OSBPL10	OSBPL10	1.540662153	4.84682424	9.633242287
U2SURP	U2SURP	12.8477973	12.22046902	12.88202587
CPNE8	CPNE8	1.950065224	9.458361496	8.074227112
MYL5	MYL5	4.459569324	0	4.690461795
C11orf35	C11orf35	0.966902921	4.020795529	4.690461795
TMEM143	TMEM143	8.147581452	7.881156797	8.162084125
ENTPD1-AS1	ENTPD1-AS1	3.398789515	1.883042058	3.479489271
TSHZ2	TSHZ2	1.540662153	4.492135196	1.703291215
RPS19BP1	RPS19BP1	10.14618679	10.69265909	10.11639595
CCDC109B	CCDC109B	9.329735804	10.46375935	9.385655362
NAT8L	NAT8L	6.425643927	0	6.125593247
TSR1	TSR1	11.67600553	12.30072434	11.70668595
CD53	CD53	2.529371205	11.79438337	11.05812705
KCNK12	KCNK12	5.634787822	2.196629075	5.814617071
TROVE2	TROVE2	10.95123371	10.12133925	10.91119722
KCNJ15	KCNJ15	0.966902921	3.938878558	4.868163239
CYP2C18	CYP2C18	0.966902921	3.180173328	1.089647294
PARVG	PARVG	0.966902921	6.091729449	2.95778462
GINS4	GINS4	9.396649731	10.25851892	9.438220066
USP47	USP47	10.62829971	11.67611576	10.67874977
WDHD1	WDHD1	10.7436395	10.13635034	10.77570904
WDR6	WDR6	11.60008945	12.51233801	11.64388775
SLC20A1	SLC20A1	11.12473523	11.7273419	11.0928232
BCL10	BCL10	8.518169226	9.375154582	8.472731449
LETM2	LETM2	4.520843366	5.304832254	4.55853092
GBP1	GBP1	2.750143396	9.954190493	3.153403271
PCSK6	PCSK6	8.529395414	2.196629075	8.239522156
HIST1H2BC	HIST1H2BC	4.935167407	0.922972661	4.752159835
BCS1L	BCS1L	9.446849648	9.836116648	9.426440887
CCRL2	CCRL2	0.966902921	6.183514304	2.95778462
CHST9	CHST9	0.966902921	3.030007594	6.361620995
CPNE5	CPNE5	0.966902921	7.427430183	1.703291215
PRR13	PRR13	11.72949329	11.62791685	11.72473553
STK11	STK11	10.02054943	10.4927545	10.04268537
PSMB9	PSMB9	9.22775792	9.657168366	9.247882429
WDSUB1	WDSUB1	7.562730873	8.696828465	7.503944964
UBR3	UBR3	11.3924838	11.71624072	11.40759706
TULP4	TULP4	10.67874097	8.79613373	10.59177477
SLC12A6	SLC12A6	9.732387927	11.7508577	9.826816982
ZNF566	ZNF566	8.157261028	1.48131961	7.859745973
LOC100505636	LOC100505636	4.935167407	6.235908917	4.868163239
ZHX1-C8ORF76	ZHX1-C8ORF76	5.692058889	5.96965014	5.704877496
SPOPL	SPOPL	10.15588076	11.08959613	10.199022
TIMM9	TIMM9	9.514319552	8.861511895	9.484397977
COX16	COX16	9.961001043	9.364953191	9.990841437
EXTL3	EXTL3	9.812684326	10.51147595	9.844500211
INS-IGF2	INS-IGF2	0.001561	0	0.001637
C1orf170	C1orf170	0.966902921	3.759613929	5.417650017
TRAPPC12	TRAPPC12	8.737314955	7.778918183	8.784651203
KDELC2	KDELC2	1.540662153	8.606856736	5.952419771
PDE12	PDE12	10.38015799	11.12127448	10.41351158
DNAJA4	DNAJA4	1.950065224	5.626001005	2.132461686
KGFLP1	KGFLP1	6.533648998	4.171871326	6.647934689
HDLBP	HDLBP	13.95653044	12.68789615	13.90014037
NAA10	NAA10	10.92103756	10.13520907	10.95940068
MED25	MED25	10.07008068	9.75914418	10.08525999
NKD2	NKD2	11.14677231	8.545906609	11.03271387
ZNF362	ZNF362	6.766515658	6.557439194	6.757303328
RPL32P3	RPL32P3	6.1627619	6.865250746	6.193888022
HSD17B10	HSD17B10	11.54499823	10.79733729	11.58072023
ADAMTSL5	ADAMTSL5	0.966902921	3.316171815	6.300983959
RBBP9	RBBP9	9.023266443	9.305361824	9.00973626
C19orf70	C19orf70	9.301644801	10.14665777	9.261208749
VPS13C	VPS13C	12.39784306	12.62952511	12.40792894
CTIF	CTIF	9.987022358	9.103967027	10.02873489
CCBL2	CCBL2	8.906295361	10.1897628	8.845214031
LRRC8C	LRRC8C	9.340397589	10.72967172	9.27440844
LOC101409256	LOC101409256	2.941572106	3.316171815	2.95778462
LOC100134229	LOC100134229	6.425643927	3.030007594	6.58150491
ZNF791	ZNF791	9.22315704	10.21132862	9.176539699
KRT15	KRT15	1.540662153	4.548467451	11.80789422
LOC730091	LOC730091	4.749850661	0.922972661	4.922844822
EID3	EID3	2.529371205	0.922972661	2.462840218
ARID1A	ARID1A	12.72786091	13.14339756	12.74553358
